UserID,User,Comment Tokenize,Label
3828,Anngc7478,hoành_thánh dấm đen sate vị ngon sa_tế cay xog mỏi lưng shop bột_ngọt hơi ᴗ ̥ ̥ ̥,Positive
3829,Yun Yun,trưa thèm mì hoành_thánh 1 combo quán mì nước_lèo hẳn quán thử ghé nhìu hoành_thánh_nhân tôm thịt siu ngon mì xá_xíu đậm vị mì dai xá_xíu thái đầy_đặn xong tráng_miệng sữa_chua phô_mai dẻo dẻo béo béo hoài không ngán tiếc 1 hũ tóm ngon chất_lượng tuyệt_vời giá ủng_hộ dài_dài,Positive
3830,Jin Min,hài_lòng đồ quán combo sữa_chua sữa đậu_nành giao ko thất_vọng,Negative
3831,Phamttmai,sức bánh_bèo khoẻ hơi sạch_sẽ sắp_xếp gọn_gàng vừa_miệng nguyên vật_liệu tươi ngon,Positive
3832,Zoetranle,quán quen thời forum mục sở_thị tài nấu_nướng ngon hoài ko ngán tiếc khẩu_phần hơi xong thèm quài hoành_thánh dấm đen chua chua mặn mặn lạ_miệng nhân hoành_thánh tôm thịt tươi ngon nửa tôm mì hoành_thánh hoành_thánh nước_lèo hơi nhạt ko bột_ngọt yên_tâm mì dai vừa_phải hoành_thánh chất_lượng đồng_đều món đi_nữa xá_xíu thơm nhẹ mua 10k lắm nha now bổ_sung hơi chậm nhắn chủ sữa đậu_nành bạc_hà thích uống sữa bạc_hà sữa vừa_phải thơm mùi bạc_hà màu xanh thích mắt 3 sữa_chua nếp_cẩm sữa_chua nếp_cẩm chỗ nếp_cẩm lên_men kèm gạo lứt rang hợp lắm sữa_chua hơi món kèm sữa_chua phô_mai phô_mai rõ_ràng chua khẩu_vị tóm món ngon giá vừa_phải giảm_giá ủng_hộ dài_dài 3,Positive
3833,Tiên Dương Thủy,món ngon vừa_miệng hơi không bột_ngọt dị_ứng bột_ngọt ủng_hộ quán,Positive
3834,Trangntk Ngô,now 2 hoành_thánh_xá_xíu 1 hoành_thánh nhận_xét cộng sạch_sẽ ngon_miệng hoành_thánh không mềm dai vừa_phải vị đậm_đà xá_xíu nêm vừa_miệng ngon trừ nam ăn_khỏe quán lựa_chọn xá_xíu hoành_thánh nước_lèo mặn quen hơi nhạt không nước_mắm kèm nêm híc,Negative
3835,Mia Emily,this is the third time have eaten here wonton are literaly out of this world soup is moderately tasty overal everything is excelent could you please give me more wonton and broth without nodles,Neutral
3836,NghiệP Đặng,thử 1 hoành_thánh dấm đen dầu ớt ngon xuất xắc vị chua không mặn hợp_ý lắm,Neutral
3837,Nguyễn Ti,trưa ngán cơm combo bữa trưa đầu 1 phòng tiếc ghê 2 nước_lèo thơm nêud khẩu_vị mặn 1 xíu nước_mắm ok húp sạch tô thử tráng_miệng phô_mai quán ủng_hộ dài_dài,Positive
3838,Yuui Nguyen,airpay mua 1 combo 35k nhân hoành_thánh thơm tôm to 2 2 đứa nước_lèo nêm ngon bảo hơi nhạt vừa_miệng không tả xuất_sắc sữa_chua shop dẻo béo không ngấy ngon ủng_hộ dài_dài nha,Positive
3839,Nguyễn Linh,đêm hôm mò_mẫm quán cơm k j đành mua cơm mk mua cơm gà nấm suất cơm chẳng j gà nấm nhúm dưa chua muối xíu xíu thay rau k món phụ j chém 30k k suất cơm món cơm hơi cứng k ngon đắt chất_lượng quanh k quán cơm mk chuột_bạch địa_điểm cân_nhắc order chất_lượng k ổn,Positive
3840,Kiều Anh Lý,1 cơm_rang gà nấm giao hàng chán chả buồn lợn grab đc quán yêu thích nc tệ 40k suất toàn cơm đc lác_đác 2 3 nấm vs gà chán ko mê nổi nguyên_trạng xong,Negative
3841,Trần Khương Duy,mua quán dịp nhận_xét món ok cơm gà vừa_vặn góp_ý quán rau xanh dưa_chuột cơm gà hơi ngấy chán,Negative
3842,Nguyễn Thuý Quỳnh,chào bạncơm67 thương_hiệu đăng_kí bảo_hộ nhãn_hiệu cục sở hữ_trí_tuệ việt_nam gửi thư luật_sư vi_phạm bản_quyền thương_hiệu không vòng 1 tuầnho vọng bạn_đọc viết,Negative
3843,Jodie Ling,thịt ướp qua_loa không thấm vị suất cơm cơm rau món mặn không hấp_dẫn hộp đựng cảm_tình mong quán lưu_ý,Negative
3844,Ngọc Vũ Minh,quán hôm_nay review quán cơm quán ngon không ngấy_mỡ quán đồ tâm_lí cắt đồ chín_tới đựng hộp sạch_sẽ vệ sinhđồ rẻ đầy_đặn kiếm quán đồ đầy_đặn mong quán vững mãi phong_độ ủng_hộ quán dài_dài ủng_hộ now quán,Positive
3845,Nguyen Ny,món quán ngon bàn hộp đựng đồ sạch_sẽ giao chất_lượng ghé shop online tin_tưởng chất_lượng món,Positive
3846,Võ Trung Chánh,thèm miền trung lòng_vòng kiếm đồ quán lắm đường không nhìu món kêu tô bún cá sứa sứa tiu bún cá chả nước_chấm cực ngon vị nha trang thích nước_dùng cá nhìu không ngon chủ quán dễ_thương thân_thiện quán gia_đình hơi dễ_tính ok,Neutral
3847,Vo Van Tai,hợp_khẩu_vị,Neutral
3848,Thuy Le,thập_cẩm 25k ngon hợp_khẩu_vị ăn_liền 2 now,Positive
3849,Tsubameko,nổi cơm khô không canh không đồ xào mắc mắc 25k giá không xứng_đáng thua cơm chay 8k kêu cơm sườn chả chả khô_cứng_còng nhai trẹo quai_hàm sườn 4 sườn cục dầu_mỡ không 3 lát dưa_leo tệ đừng,Negative
3850,Quini .,huhu hình ng hấp_dẫn không ngon cơm vị tạm ổn,Positive
3851,Nguyen Van Tuan,cơm đậu hủ nấm quán ngon tiện_lợi văn_phòng ủng_hộ quán tiếp,Positive
3852,Vo Van Tai,cơm chay ngon vừa_miệng món hấp_dẫn thích sườn chay quán,Positive
3853,Ngyennhi74,thích toping món quán trân_châu phô_mai béo ngon lắm nè quán 2 chi_nhánh gò vấp lận uống thử nha,Positive
3854,foodee_tr0vxacx,ăn_ở quán cơm giá_thành 40k dĩa dở khủng_khiếp sườn chua mỡ hành nhạt dưa_leo cải chua ôi 42k dĩa cơm kèm thái_độ phục_vụ xứng_đáng không trở_lại hai giá cơm địa_điểm cố_tình che chủ_động giá sườn chua thiu quán cơm tệ_hại,Negative
3858,Tran An,bún_bò hế hôi mắm lắm bún mắm thịt nạm chả không đc tươi mùi đc thịt tái_ăn đc order 4 tô 4 chẳng ghi_chú đổ mò tùm_lum chê,Negative
3859,Nguyên Võ,giá hơi mặt_bằng tô bún_bò thịt hơi tạm hơi mặn tô 75k không no,Negative
3860,Vdung2054,thái_độ kém ko tiền_mặt ko may thẻ ngân_hàng nhập mã sai tk thẻ khoá chủ nhẹ 60k r chồng ck chụp hình ko quán tệ ko dịch_vụ quét thẻ thái_độ chủ coi_thường lừa_lọc 60k chuyển_khoản xưng chủ bắt chỗ chủ quán dc tiền ck ck 2 ck chủ tài_khoản chửi thông_tin chủ quán ghi tài_khoản ngân_hàng duyên quán xử_sự chủ quán tệ trường_hợp quán xử_sự khách_hàng chuyển_khoản,Negative
3861,Minh Quân Nguyễn,bún_bò danh_tiếng q1 mắc vị bình_thường không đặc_sắc thái_độ phục_vụ xe hét mặt loay_hoay không xe chỗ ngáo ngơ vắng không thử thử bún_bò đông chi_nhánh bực_tức,Negative
3862,Logan,giao hàng 2 tô bún quên rau quên đồ phục_vụ quên quên dẹp,Neutral
3863,Tê Ngố,mong quán bún_bò otoke ai_ngờ bao_la saigon không lựa_chọn ghét ăn_ở tạ quán đổi bếp đổi chủ đổi không dịch thịt bò lát mỏng ninh dừ lát dày nấu ngon độ mềm béo thơm chả cua xuất_sắc chả cua tệ hết_sức chả thịt không thơm nước_lèo không đỉnh_điểm mặn chua quán đồ mặn kiểu đậm_đà mặn kiểu cứng đơ chua vắt chanh dở lắm không ngờ dở vậy_á buồn,Negative
3864,Du Thị,quán hồi lớp 8 chưởi không nuôi vị thành quen kiếm quán hợp 60 ngàn tô đầy_đủ nước_lèo đậm_đà hơi mỡ một_chút bé bánh_nậm ới zời nhai hoài dai đắng nhả dây_thun quấn túm nổ đom_đóm mắt quán làm_ăn cẩu_thả vô trách_nhiệm vệ_sinh giả nhai nháo_nhào miếng nuốt đu_đủ góp_ý gật lắc không câu xin_lỗi quán buồn_cười nha huế con_trai học giời học biển trời tây đào_tạo tồi_tàn hai chủ chẳng nhiệt_tình niềm_nở sứt chán ghê,Negative
3865,Quynh,bún_bò dở bún_bò thịt heo cung_cách phục_vụ ko lắm,Negative
3866,Linh Lin,thái_độ phục_vụ cực_kỳ tôn_trọng trẻ_con học_sinh đá ly vón cục trắng không dám uống bê tô bún cầm thẳng thành tô bàn không hợp vệ_sinh đông 1 bàn không không để_tâm quán chả đề_nghị quán thái_độ làm_việc hiệu_quả tốt,Negative
3867,Linh,bún_bò chẳng thịt bò nước_dùng chẳng mùi_vị bún_bò bún thịt heo sai_lầm thức_ăn quán,Negative
3868,Hoàng Jemin,quán sạch_sẽ ghé thử không_gian lịch_sự giá 1 tô bún bình_thường,Negative
3869,Nhi Ng,ngang ghé thử ko ngờ đem 1 tô bún_bò 50k ko thịt bò lát thịt heo mỡ ko ko đậm_đà cảm_giác toàn bột nêm ruốc hắc hắc đói bụng tiếc tiền ráng nửa_chừng tô cọng sắt bùi_nhùi rửa nồi buông đũa ko vp tô 60k ko ko trở_lại,Neutral
3870,Nhật Minh,mặt tiền_đường nguyễn du cạnh nhạc_viện tphcm kiếm xe quán fre ko tốn tiền xe_hơi vỉa_hè không_gian tương_đối rộng vẻ cũ tối ko thoáng mát ko lầu vô đa_phần việt cty xo tour dắt tây phục_vụ mặc đồng_phục trông chuyên_nghiệp thái_độ bình_thường món con_mẹ thu_ngân khó_chịu wifi kiểu kênh kênh phát ghét giá mắc mắc tô 50k chỗ giá giá 85k khăn lạnh 2k tổng_cộng 52k chất_lượng tỉ_lệ_nghịch giá 50k ko ngon nước_lèo dở ko đậm_đà bún_bò thịt bò dai xong ko hậu vị đậm_đà ngon_miệng ️ đc 50k ko no tham_khảo,Positive
3871,Quỳnh Giao,thái_độ mặt vênh_vênh đồ dở mắc không tồn_tại,Negative
3872,Nam Nam,thái_độ cực_kì tệ mặt nam nghĩa_đen mặt dặn dặn order sai thái_độ vô_cùng mất_dạy vị không ngon mặn không thơm không tiền không ăn_ở không_gian nóng_nực bẩn,Negative
3873,Celine NT,thái_độ tệ vô quán ko order quán ko đông lũ_lượt mặc áo xanh hời_hợt ngó thái_độ thờ_ơ 10 thái_độ ko 1 lớn_tuổi order món thái_độ chẳng kém bé trẻ kia xong tiền lũ_lượt mắt mặt cau_có khó_chịu 1 tô trăm_nghìn thái_độ dịch_vụ quyết_định trội saté ngon xưa thích saté đc tô bún ko đặc_sắc giá âm thái_độ tệ tiền,Negative
3874,Foodee_9pxg6jjj,quán thời cố nổi_tiếng hiện_giờ truyền con_cháu ko bt 1 thương_hiệu ong tốn tâm_huyết thời con_cháu ỷ quán nổi_tiếng ko ko đào_tạo nv phục_vụ ng chủ thời_buổi phục_vụ sẻ ko tồn_tại lâu_dài ko khách_hàng thượng_đế thái_độ nói_chuyện tệ co quán tiền ko ăn_xin quán ngon nưa phụ vụ ko nửa,Negative
3875,So5hangcan,mùng 3 tết gia_đình bún chủ quán ko trả_lời hất hàm bảng giá tết lưng ko thèm nói_gì nổi_tiếng chuyên không lẻ,Negative
3876,Anh N,dịp tết giá 90k tô bún_bò toàn thịt heo ko bò nước_lèo mặn k nổi tô quán hơi dơ vệ_sinh dơ phục_vụ bình_thường,Neutral
3877,NgọC KháNh,quán dơ giá_cả không hợp_lí chất_lượng món 90k tô,Negative
3878,Phong Nguyễn Tuấn,bún thua quán lề_đường bàn ghế xuống_cấp vệ_sinh dơ việt chém 60k tô lả,Neutral
3879,Lotus Bloom,thịt chả ok nước_lèo không ngon món phục_vụ bình_thường,Negative
3880,Thuong Dinh Nguyen Tran,bún_bò nêm đậm ngon tô giá hợp_lý 5k bún toping quán kèm bánh_bèo nậm lọc giá 45 5k đĩa no phục_vụ tốt không_gian thoáng mát,Positive
3881,Joey Loi,bún_bò đông vô_cùng dở ko hợp_khẩu_vị bún lợ lợ ko thơm mùi mắm ruốc ko thơm mùi sả đậm kiểu bột_ngọt nước_màu đục_ngầu váng mỡ ngán tô giá ko ngon ngán,Positive
3882,Quang Việt,tiệm bún_bò tiệm dở tô đc bò 1 móng bé xíu 1 chả cua 1 giò tô 5k lạnh_lùng cười đùa đá cầu zui nóng quạt_trần bé xíu never come back,Negative
3883,Thaomiz,bún_bò tô bự chà_bá thịt cảm_giác ko tươi hơi dai chả ngon nước_lèo hơi mặn khẩu_vị chán đời lười_biếng bún tiền kêu kiếp dịch_vụ cực kém tàu hủ lạnh ngon,Neutral
3884,Phương Dung295,đầu bún_bò 2 quyết_định thử bánh_bèo bánh_bèo 1 đĩa bánh huế bánh lọc nhân tôm bánh nhân thịt bánh hơi nghẹn nghẹn bánh_bèo bánh nước_chấm vừa_phải iu lắm phục_vụ chu_đáo,Neutral
3885,Trung Vương,thèm bún_bò đông quán chất_lượng bún_bò nêm nếm đậm_đà ngon chả thịt đầy_đủ 1 tô 50 giò phục_vụ chê ổn tội cực_kì cực_kì lạnh_lùng,Positive
3886,Kiihu. Miluu,ấn_tượng vô quán nước_dùng lan_tỏa thơm_phức luông òi tô bún_bò hơi thất_vọng bình_thường nước_dùng nhạt_nhòa thịt heo tô 1 thịt thịt heo lắm giá mắc 40k tô giá mắc chất_lượng không tương_xứng lắm,Negative
3887,Tuan Duong,sống bún_bò địa_điểm duy_nhất ngon đất giá_cả 50k tô giá_cả ngang_ngửa huế a3a hương_vị chất_lượng tô bún gấp quán ruột,Positive
3888,Tứ Văn,quán nổi_tiếng quán gợi bún_bò huế nổi_tiếng chợ đông hàng_quán đàng_hoàng bàn ghế sạch đẹp phục_vụ tươm_tất mùi_vị đậm mùi ruốc huế vị nam hoá không miền nam không vừa_miệng lắm quán sạch đẹp thoáng mát trung_tâm món lựa_chọn bún_bò 2 bún_bò quán gợi nét văn_hoá huế 2 mùi_vị gợi con_người huế,Neutral
3889,Thi Võ,bún_bò đông ngon không_gian hơi nóng bù phục_vụ nhiệt_tình,Neutral
3890,Kathy Hungree-Hippo,list bún_bò ngon quán lặn_lội thử bít dzới người_ta công_nhận nước_lèo thơm mùi sả ko mặn sa tế cay dze sầu tô đầy_đủ 50k thịt_thà ko chả chả cua 3 nạm bé tí giò tí_hon ko dính ngon ngon thiệt kêu tô 70k no,Positive
3891,Ngọc Châu Trương,đường 1 chiều nổi_tiếng xưa kề cạnh nhạc_viện kiếm không_gian sân xe rộng_rãi bàn thoáng chui dô niềm_nở nhanh_nhẹn món giá_cả mắc 1 tô bún_bò 50 70k bánh thập_cẩm 70k trung_tâm nổi_tiếng xưa giá chấp_nhận thôi_ menu bún_bò bánh huế nậm lọc bánh_canh cá_lóc chả cua nước_giải_khát bún hơi nước_lèo nêm nếm ok chả viên chả ngon thịt bò mềm húp hết_nước no,Neutral
3892,Trung Vương,kế nhạc_viện thành_phố hcm xe thoải_mái giá_cả 1 tô bình_thường 50 70 chất_lượng tô giò giò nạc cắt ngon nha chả vô_cùng chất_lượng giá ngon 1 tô bình_thường thái_độ hơi lạnh_nhạt món thoải_mái mát_mẻ,Positive
3893,Thao Trinh,bún_bò ngon thơm đặc_trưng quán trung_tâm giá tô 40k thịt chả đầy_đủ không lèo_tèo hihihi thịt ngon chả ngon,Positive
3894,Phi Phạm,hôm ngang đường nguyễn du mùi bún_bò thơm_phức đông hôm chạy thử bún_bò bánh_nậm bánh_bèo quán rộng_rãi thoáng mát bàn đá ghế_dựa êm lưng giá 1 tô bình_thường 50k tô 40k tô bún không 20k tô đb 70k 2 tô bún_bò chả chả ngon thịt bò mềm nước_lèo ok lắm gia_vị ớt satế cay kinh_khủng 2 thìa cay xé họng 3 phục_vụ chán quán đông bàn bàn ord 2 nv bàn cổng chờ bún không trà đá kiểu 3 đem thao_tác chậm nv gửi xe tạm xong nv dắt xe hộ dắt khoản mần riết không phàn_nàn,Negative
3895,Uyen Nha Cao,huế xác_nhận bún_bò ko bún_bò huế nha bánh_canh cá_lóc bánh_canh cua ko nốt ko ngon đắt ko đông khách_thế phục_vụ ko tốt kiểu ko đào_tạo ko thèm trả_lời,Positive
3896,Khả Khả,giới_thiệu quán bánh_canh cá_lóc chả cua bún_bò món trứ_danh quan_điểm bánh_canh cá_lóc thích bún_bò nước_dùng ngon vị không dầu vừng chả lá dai ngon cực bánh_canh lạ bánh_canh quán ngắn to cắt khúc nước_dùng trắng đục hơi sệt cá tươi giá_cả chát lâu_đời khu trung_tâm,Neutral
3897,🌿 Biboaa,ghé mất_hồn giá bún_bò ổn nước_lèo đậm_đà chả ngon phục_vụ nhanh_chóng tương_đối thân_thiện quán rộng thoáng mát sạch_sẽ xe miễn_phí giá tết mùng 10 70k tô mắc kinh_khủng_khiếp bình_thường tô 65k toping giá vô quán bảng nguyễn du đoạn 1 chiều công_viên đàn,Positive
3898,Ngọc Châu Trương,hỡm đám trưa bảo quán lâu_đời chả quán không kiếm lắm đường 1 chiều nguyễn du huyền trân công_chúa quẹo nd 1 khúc quán không_gian thoáng quạt lồng_lộng không ngộp lắm hơi nóng trưa đông gửi xe nhanh_nhẹn phục_vụ hơi giá_cả không rẻ mải_mê 8 chụp 2 món hồi menu đập mắt tô bún_bò 65k giá chát bỏ_xừ không giá_cả không tô bún_bò chả xuất_sắc tô to bún không chả thịt xắt dày gân kha_khá nước_lèo vị bình_thường dĩa bánh huế thập_cẩm hình_như giá ngang_ngửa tô bún bánh_bèo mỏng te bột lọc nậm chả nem bánh có_nhân đậu_xanh tổng_thể dĩa dở vỉa_hè 1 tiếc tiền ngon không đằng không giá tiền bao chục 1 tô bún_bò xót tiền dùm kinh_khủng,Negative
